ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source,Category_of_Subject
MP008800,Shri S C Vaish,Indian Administrative Service,Madhya Pradesh,3,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
MP008900,Shri Mk Chaturvedi,Indian Administrative Service,Madhya Pradesh,0,Graduate,History,First,Supremo,Social Science and Liberal Arts
MP009000,Shri Rs Khanna,Indian Administrative Service,Madhya Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
MP009000,Shri Rs Khanna,Indian Administrative Service,Madhya Pradesh,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
MP009100,Shri Nv Krishnan,Indian Administrative Service,Madhya Pradesh,0,Graduate,Zoology,Second,Supremo,Natural Sciences
MP009300,Shri J Swarup,Indian Administrative Service,Madhya Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
MP009300,Shri J Swarup,Indian Administrative Service,Madhya Pradesh,1,P.G.,Physics,First,Supremo,Natural Sciences
OR006200,Shri K Srinivasan,Indian Administrative Service,Odisha,0,Graduate,Commerce,Third,Supremo,Finance
OR006200,Shri K Srinivasan,Indian Administrative Service,Odisha,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
RJ006000,Shri Al Roongta,Indian Administrative Service,Rajasthan,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
RJ006000,Shri Al Roongta,Indian Administrative Service,Rajasthan,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
RJ006100,Shri Rk Saxena,Indian Administrative Service,Rajasthan,0,Graduate,Commerce,First,Supremo,Finance
RJ006100,Shri Rk Saxena,Indian Administrative Service,Rajasthan,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
RJ006100,Shri Rk Saxena,Indian Administrative Service,Rajasthan,2,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
RJ006200,Shri Vc Pande,Indian Administrative Service,Rajasthan,0,Graduate,Physics,Second,Supremo,Natural Sciences
RJ006200,Shri Vc Pande,Indian Administrative Service,Rajasthan,1,P.G.,English,Second,Supremo,Languages and Fine Arts
RJ006200,Shri Vc Pande,Indian Administrative Service,Rajasthan,2,P.G.,Physics,Second,Supremo,Natural Sciences
TN006300,Shri Cn Raghavan,Indian Administrative Service,Tamil Nadu,0,P.G.,Chemistry,Second,Supremo,Natural Sciences
TN006400,Shri Tv Antony,Indian Administrative Service,Tamil Nadu,0,Graduate,Chemistry,First,Supremo,Natural Sciences
TN006400,Shri Tv Antony,Indian Administrative Service,Tamil Nadu,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
TN006500,Shri Hm Singh,Indian Administrative Service,Tamil Nadu,0,Diploma,Punjabi,Ordinary,Supremo,Languages and Fine Arts
TN006500,Shri Hm Singh,Indian Administrative Service,Tamil Nadu,1,Graduate,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
TN006500,Shri Hm Singh,Indian Administrative Service,Tamil Nadu,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
TN006600,Ms. S Satyabhama,Indian Administrative Service,Tamil Nadu,0,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
TN006600,Ms. S Satyabhama,Indian Administrative Service,Tamil Nadu,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
AM004000,Shri R V Lyngdoh,Indian Administrative Service,Assam Meghalya,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
AP008300,Shri P K Doraiswamy,Indian Administrative Service,Andhra Pradesh,0,Diploma,Statistics,Ordinary,Supremo,"Engineering, Technology and Mathematics"
AP008300,Shri P K Doraiswamy,Indian Administrative Service,Andhra Pradesh,1,Graduate,Statistics,First,Supremo,"Engineering, Technology and Mathematics"
AP008400,Shri K V Natarajan,Indian Administrative Service,Andhra Pradesh,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
AP008400,Shri K V Natarajan,Indian Administrative Service,Andhra Pradesh,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
AP008500,Shri C S Sastry,Indian Administrative Service,Andhra Pradesh,0,Graduate,Geology,First,Supremo,Natural Sciences
AP008500,Shri C S Sastry,Indian Administrative Service,Andhra Pradesh,1,P.G.,English Lit,First,Supremo,Languages and Fine Arts
AP008800,Shri T Balakrishnan,Indian Administrative Service,Andhra Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
AP008900,Shri Ajit Singh,Indian Administrative Service,Andhra Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
AP008900,Shri Ajit Singh,Indian Administrative Service,Andhra Pradesh,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
BH010400,Shri Arun Prasad,Indian Administrative Service,Bihar,0,Certificate,French,Second,Supremo,Languages and Fine Arts
BH010400,Shri Arun Prasad,Indian Administrative Service,Bihar,1,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
BH010400,Shri Arun Prasad,Indian Administrative Service,Bihar,2,P.G.,English Lit,Ordinary,Supremo,Languages and Fine Arts
GJ005000,Shri H K Khan,Indian Administrative Service,Gujarat,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
GJ005100,Shri H R Patankar,Indian Administrative Service,Gujarat,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
GJ005100,Shri H R Patankar,Indian Administrative Service,Gujarat,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UP018500,Shri S Sharma,Indian Administrative Service,Uttar Pradesh,0,Certificate,Local Self Govt,Ordinary,Supremo,"Governance, Law and Management"
UP018500,Shri S Sharma,Indian Administrative Service,Uttar Pradesh,1,Graduate,Physics,First,Supremo,Natural Sciences
UP018500,Shri S Sharma,Indian Administrative Service,Uttar Pradesh,2,P.G.,Physics,First,Supremo,Natural Sciences
WB008800,Shri Ts Broca,Indian Administrative Service,West Bengal,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
WB008800,Shri Ts Broca,Indian Administrative Service,West Bengal,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
WB008800,Shri Ts Broca,Indian Administrative Service,West Bengal,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
WB008900,Shri Jk Kohli,Indian Administrative Service,West Bengal,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
WB008900,Shri Jk Kohli,Indian Administrative Service,West Bengal,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
WB009000,Shri Sm Murshed,Indian Administrative Service,West Bengal,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
WB009100,Shri Vinayak Misra,Indian Administrative Service,West Bengal,0,Graduate,English,Second,Supremo,Languages and Fine Arts
WB009100,Shri Vinayak Misra,Indian Administrative Service,West Bengal,1,P.G.,English,Second,Supremo,Languages and Fine Arts
WB009200,Shri Arun Sen,Indian Administrative Service,West Bengal,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
WB009200,Shri Arun Sen,Indian Administrative Service,West Bengal,1,Graduate,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
WB009200,Shri Arun Sen,Indian Administrative Service,West Bengal,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KL003200,Ms. P Ramachandran,Indian Administrative Service,Kerala,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
KN005800,Shri Nkp Rao,Indian Administrative Service,Karnataka,0,Graduate,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
KN005800,Shri Nkp Rao,Indian Administrative Service,Karnataka,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
KN005800,Shri Nkp Rao,Indian Administrative Service,Karnataka,2,P.G.,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
AP008600,Shri P S Krishnan,Indian Administrative Service,Andhra Pradesh,0,Graduate,Philosophy,Second,Supremo,Social Science and Liberal Arts
AP008600,Shri P S Krishnan,Indian Administrative Service,Andhra Pradesh,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
HY003500,Shri Sk Misra,Indian Administrative Service,Haryana,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
HY003500,Shri Sk Misra,Indian Administrative Service,Haryana,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KL003300,Shri Pk Umashankar,Indian Administrative Service,Kerala,0,Graduate,Geology,Second,Supremo,Natural Sciences
KL003300,Shri Pk Umashankar,Indian Administrative Service,Kerala,1,P.G.,Geology,First,Supremo,Natural Sciences
MH009900,Shri Jg Kanga,Indian Administrative Service,Maharashtra,0,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
MH009900,Shri Jg Kanga,Indian Administrative Service,Maharashtra,1,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
MH009900,Shri Jg Kanga,Indian Administrative Service,Maharashtra,2,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
MP009900,Shri An Varma,Indian Administrative Service,Madhya Pradesh,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
MP009900,Shri An Varma,Indian Administrative Service,Madhya Pradesh,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
PB003700,Shri P H Vaishnav,Indian Administrative Service,Punjab,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
PB003700,Shri P H Vaishnav,Indian Administrative Service,Punjab,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
RJ006800,Shri Naresh Chandra,Indian Administrative Service,Rajasthan,0,Graduate,Physics,First,Supremo,Natural Sciences
RJ006800,Shri Naresh Chandra,Indian Administrative Service,Rajasthan,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
TN006700,Shri A Padamnabhan,Indian Administrative Service,Tamil Nadu,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
TN006700,Shri A Padamnabhan,Indian Administrative Service,Tamil Nadu,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UP018400,Shri M Vardarajan,Indian Administrative Service,Uttar Pradesh,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
UP018400,Shri M Vardarajan,Indian Administrative Service,Uttar Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
UP018600,Shri Sn Acharya,Indian Administrative Service,Uttar Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
UP018600,Shri Sn Acharya,Indian Administrative Service,Uttar Pradesh,1,P.G.,Mathematics,Third,Supremo,"Engineering, Technology and Mathematics"
WB008700,Shri Tc Dutt,Indian Administrative Service,West Bengal,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
WB008700,Shri Tc Dutt,Indian Administrative Service,West Bengal,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
WB008700,Shri Tc Dutt,Indian Administrative Service,West Bengal,2,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
MH009500,Shri Dm Sukthankar,Indian Administrative Service,Maharashtra,0,Graduate,Commerce,Second,Supremo,Finance
MH009500,Shri Dm Sukthankar,Indian Administrative Service,Maharashtra,1,P.G.,Commerce,Second,Supremo,Finance
MH009600,Shri Ss Tinaikar,Indian Administrative Service,Maharashtra,0,Graduate,Philosophy,Second,Supremo,Social Science and Liberal Arts
MH009600,Shri Ss Tinaikar,Indian Administrative Service,Maharashtra,1,P.G.,Philosophy,Second,Supremo,Social Science and Liberal Arts
MH009700,Shri Pv Nayak,Indian Administrative Service,Maharashtra,0,Graduate,Commerce,First,Supremo,Finance
MH009800,Shri Kb Srinivasan,Indian Administrative Service,Maharashtra,0,Graduate,Law,Third,Supremo,"Governance, Law and Management"
MH009800,Shri Kb Srinivasan,Indian Administrative Service,Maharashtra,1,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
MP010000,Shri Rp Kapoor,Indian Administrative Service,Madhya Pradesh,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MP010000,Shri Rp Kapoor,Indian Administrative Service,Madhya Pradesh,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MP010100,Shri Rk Tikku,Indian Administrative Service,Madhya Pradesh,0,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
MP010400,Dr. Iswar Das,Indian Administrative Service,Madhya Pradesh,0,Graduate,Chemistry,First,Supremo,Natural Sciences
MP010400,Dr. Iswar Das,Indian Administrative Service,Madhya Pradesh,1,P.G.,Chemistry,First,Supremo,Natural Sciences
MP010400,Dr. Iswar Das,Indian Administrative Service,Madhya Pradesh,2,Ph. D.,Chemistry,Ordinary,Supremo,Natural Sciences
MP010600,Shri Bj Heerjee,Indian Administrative Service,Madhya Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
MP010700,Shri Suresh Mathur,Indian Administrative Service,Madhya Pradesh,0,Graduate,Botany,Second,Supremo,Natural Sciences
MP010700,Shri Suresh Mathur,Indian Administrative Service,Madhya Pradesh,1,P.G.,Botany,Third,Supremo,Natural Sciences
MP010800,Shri Pn Abbi,Indian Administrative Service,Madhya Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MP010800,Shri Pn Abbi,Indian Administrative Service,Madhya Pradesh,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
OR006600,Shri Bhupinder Singh,Indian Administrative Service,Odisha,0,Graduate,Geology,First,Supremo,Natural Sciences
OR006600,Shri Bhupinder Singh,Indian Administrative Service,Odisha,1,P.G.,Geology,Ordinary,Supremo,Natural Sciences
PB003600,Shri K D Vasudeva,Indian Administrative Service,Punjab,0,Graduate,English,First,Supremo,Languages and Fine Arts
PB003600,Shri K D Vasudeva,Indian Administrative Service,Punjab,1,P.G.,English,Second,Supremo,Languages and Fine Arts
RJ006900,Shri Vbl Mathur,Indian Administrative Service,Rajasthan,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
RJ006900,Shri Vbl Mathur,Indian Administrative Service,Rajasthan,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
RJ007000,Shri Tej Kumar,Indian Administrative Service,Rajasthan,0,Graduate,English,First,Supremo,Languages and Fine Arts
RJ007000,Shri Tej Kumar,Indian Administrative Service,Rajasthan,1,Graduate,Physics,First,Supremo,Natural Sciences
RJ007000,Shri Tej Kumar,Indian Administrative Service,Rajasthan,2,P.G.,Physics,First,Supremo,Natural Sciences
RJ007100,Shri Hs Ramani,Indian Administrative Service,Rajasthan,0,Certificate,Hindi,Second,Supremo,Languages and Fine Arts
RJ007100,Shri Hs Ramani,Indian Administrative Service,Rajasthan,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
RJ007100,Shri Hs Ramani,Indian Administrative Service,Rajasthan,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
TN006900,Shri Mm Rajendran,Indian Administrative Service,Tamil Nadu,0,Graduate,Physics,First,Supremo,Natural Sciences
TN007000,Shri P Murari,Indian Administrative Service,Tamil Nadu,0,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
TN007000,Shri P Murari,Indian Administrative Service,Tamil Nadu,1,P.G.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
TN007400,Shri Kml Chhabra,Indian Administrative Service,Tamil Nadu,0,Graduate,English,Second,Supremo,Languages and Fine Arts
TN007400,Shri Kml Chhabra,Indian Administrative Service,Tamil Nadu,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
TN007600,Shri B V Raghavan,Indian Administrative Service,Tamil Nadu,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
TN007600,Shri B V Raghavan,Indian Administrative Service,Tamil Nadu,1,P.G.,Economics,Third,Supremo,Social Science and Liberal Arts
TN007700,Shri Badrinath,Indian Administrative Service,Tamil Nadu,0,Graduate,Philosophy,Second,Supremo,Social Science and Liberal Arts
TN007700,Shri Badrinath,Indian Administrative Service,Tamil Nadu,1,Graduate,Psychology,Ordinary,Supremo,Social Science and Liberal Arts
AP009300,Shri Sr Sankaran,Indian Administrative Service,Andhra Pradesh,0,Graduate,Commerce,First,Supremo,Finance
AP009400,Shri Tl Shankar,Indian Administrative Service,Andhra Pradesh,0,P.G.,Chemistry,Second,Supremo,Natural Sciences
AP009400,Shri Tl Shankar,Indian Administrative Service,Andhra Pradesh,1,P.G.,Development Economics,First,Supremo,Social Science and Liberal Arts
AP009400,Shri Tl Shankar,Indian Administrative Service,Andhra Pradesh,2,P.G.,Physical Chem,Second,Supremo,Natural Sciences
AP009500,Shri Diljeet Aurora,Indian Administrative Service,Andhra Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
AP009500,Shri Diljeet Aurora,Indian Administrative Service,Andhra Pradesh,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
AP009600,Shri S Bhandarkar,Indian Administrative Service,Andhra Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
AP009600,Shri S Bhandarkar,Indian Administrative Service,Andhra Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AP009700,Shri Sushil Kumar,Indian Administrative Service,Andhra Pradesh,0,Graduate,Chemistry,Second,Supremo,Natural Sciences
AP009700,Shri Sushil Kumar,Indian Administrative Service,Andhra Pradesh,1,P.G.,Chemistry,Second,Supremo,Natural Sciences
AP009800,Shri Ramesh Grover,Indian Administrative Service,Andhra Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
AP009800,Shri Ramesh Grover,Indian Administrative Service,Andhra Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AP009900,Shri P Sitapati,Indian Administrative Service,Andhra Pradesh,0,Graduate,Chemistry,First,Supremo,Natural Sciences
AP009900,Shri P Sitapati,Indian Administrative Service,Andhra Pradesh,1,P.G.,Business Admn.,Ordinary,Supremo,"Governance, Law and Management"
AP009900,Shri P Sitapati,Indian Administrative Service,Andhra Pradesh,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
